Formula,Tc,Materials_family
Nb3Al0.05Sn0.95,18.2,others
Pb0.15Nb3Sn0.85,18.2,others
Tl0.15Nb3Sn0.85,18.2,others
Nb3Ga0.1Sn0.9,18.2,others
Sm1Fe0.9Zn0.1As1O0.8F0.2,18.2,iron-based
Nb3Sn0.95As0.05,18.19,others
Ce1Fe1P0.3As0.7O0.95F0.05,18.15,iron-based
Tl0.15Nb3Ga0.15Sn0.7,18.14,others
Tl0.15Bi0.15Nb3Sn0.7,18.12,others
Pb0.15Nb3Ga0.15Sn0.7,18.11,others
Bi1.5Pb0.5Sr1.5La0.5Cu1O6.074,18.1,cuprate
La1.83Sr0.17Cu0.98Mn0.02O4,18.1,cuprate
Nb0.76Sn0.74,18.1,others
Zr0.3Nb2.7Sn1,18.1,others
Zr0.15Nb2.85Sn1,18.1,others
Nb3Al0.8In0.2,18.1,others
Nb3Al0.967Se0.033,18.1,others
Nb3Zn0.1Al0.9,18.1,others
Nb3Al0.35Ga0.65,18.1,others
Nb3Al0.33Ga0.67,18.1,others
Nb3Ge0.05Sn0.95,18.1,others
Nb3Al0.1Sn0.9,18.1,others
Nb3In0.1Sn0.9,18.1,others
Nd1.85Ce0.15Cu0.996Zn0.004O4,18.1,cuprate
Nd1.85Ce0.15Cu1O4.034,18.1,cuprate
Pb2Cu2La1.1O7.42,18.1,cuprate
Sm0.716La1.084Sr0.2Cu1O4,18.1,cuprate
Bi0.15Nb3Sn0.7As0.15,18.07,others
Nb3Al0.9Sb0.1,18.06,others
Bi0.2Nb3Ga0.2Sn0.6,18.06,others
Sm1.85Ce0.15Cu1O4,18.057143,cuprate
Pb0.15Nb3Sn0.7As0.15,18.05,others
Bi0.15Nb3Ga0.15Sn0.7,18.04,others
Nb3Ga0.15Sn0.7As0.15,18.01,others
Bi0.15Nb3In0.15Sn0.7,18.01,others
Pr1.85Ce0.15Cu0.98Zn0.02O4.065,18.01,cuprate
Al1Sr2Ho0.5Ca0.5Cu2O7.05,18,cuprate
Ba0.694K0.306Fe1.826Co0.174As2,18,iron-based
Ba0.698Na0.302Fe2As2,18,iron-based
Ba0.79K0.21Fe2As2,18,iron-based
Ba1Mn0.013Fe1.857Co0.13As2,18,iron-based
Bi1.95Sr1.45Nd0.6Cu1O4,18,cuprate
Bi2Sr1.8La0.2Cu1O6.3,18,cuprate
Bi2Sr2Ca0.5Y0.5Cu2O8.36,18,cuprate
K3.3H14C22,18,others
Ca1.65Na0.35Cu1Br2O2,18,cuprate
Ca1.75Na0.25Cu1Br2O2,18,cuprate
Ca1.9K0.1Cu1Cl2O2,18,cuprate
Eu0.5K0.5Fe1.9Ni0.1As2,18,iron-based
La0.77Sm0.1Sr0.13Fe1As1O1,18,iron-based
La1.03Pr0.85Sr0.12Cu1O4,18,cuprate
La1.59Na0.41Cu1O4,18,cuprate
La1.75Nd0.1Ca0.064Ba0.086Cu1O4,18,cuprate
La1.77Sr0.23Cu0.995Zn0.005O4,18,cuprate
La1.77Sr0.23Cu0.99Ni0.01O4,18,cuprate
La1.78Sr0.22Cu0.993Zn0.007O4,18,cuprate
La1.9Er0.1Ba2Ca0.2Cu4.2O9.85,18,cuprate
La1Fe1As1O0.94F0.06,18,iron-based
Ir0.12Mg0.88B2,18,others
Mo1Sr2Sm1.5Ce1Cu2O10,18,cuprate
Nb0.747Al0.239Si0.014,18,others
Nb0.76Fe1.61S1.04Se0.96,18,iron-based
Ta0.3Nb2.7Sn1,18,others
W0.03Nb2.97Al1,18,others
Hf0.015Nb2.985Al1,18,others
Nb3Al0.952Se0.048,18,others
Nb3Al0.06Sn0.94,18,others
Nb3Al0.04Sn0.96,18,others
Nb3Ge0.1Sn0.9,18,others
Nd1.25La0.6Th0.15Cu1O4,18,cuprate
Nd1.48Gd0.37Ce0.15Cu1O4,18,cuprate
Nd1.7575Y0.0925Ce0.15Cu1O4,18,cuprate
Nd1.85Ce0.15Cu0.995Zn0.005O4,18,cuprate
Nd2Cu1F0.5O4,18,cuprate
Pr1.74Ce0.15Sr0.11Cu1O3.96,18,cuprate
Sm1Ir0.06Fe0.94As1O1,18,iron-based
Sr0.81Nd0.19Cu1O2,18,cuprate
Eu0.2Sr0.8Fe1.78Co0.22As2,18,iron-based
Y0.4Pr0.6Ba1Sr1Cu3O6.92,18,cuprate
Y0.9Ca0.1Ba2Cu2.55Co0.45O7.02,18,cuprate
Y1Ba2Cu2.95Zn0.05O6.47,18,cuprate
Nb3In0.15Sn0.7As0.15,17.99,others
Tl0.15Nb3Sn0.7As0.15,17.98,others
Nb3Sn0.85As0.15,17.98,others
Nb0.785Al0.215,17.97,others
La1.85Sr0.15Cu0.988Al0.012O4,17.9,cuprate
Nb0.75Al0.175Ge0.075,17.9,others
Nb0.75Al0.225Ge0.025,17.9,others
Nb1C0.28N0.78,17.9,others
Nb1C0.5N0.5,17.9,others
Zr0.45Nb2.55Sn1,17.9,others
Nb2.85Ti0.15Sn1,17.9,others
Nb3.05Al0.7125Ge0.19,17.9,others
Nb3Al0.08Sn0.92,17.9,others
Nb3Al0.02Sn0.98,17.9,others
Nd1.85Ce0.15Cu0.91Mn0.09O4,17.9,cuprate
Nb0.76Al0.18Ge0.06,17.88,others
Nb3Sn1,17.846,others
Pb0.2Nb3Ge0.2Sn0.6,17.84,others
Pb0.15Nb3Ge0.15Sn0.7,17.82,others
Nb3Al0.95Sb0.5,17.81,others
Ba1Rh0.192Fe1.808As2,17.8,iron-based
Nb0.85Ti0.15C0.25N0.75,17.8,others
Nb1C0.35N0.65,17.8,others
Gd0.11Sm1.74Ce0.15Cu1O4,17.8,cuprate
La1H0.21Fe1As1O0.79,17.8,iron-based
Ta0.06Nb0.69Sn0.25,17.8,others
Nb1C0.3N0.64,17.8,others
Ta0.25Nb2.75Sn1,17.8,others
Nb3B0.2Al0.8,17.8,others
Nb3Al0.94Se0.06,17.8,others
Nb3Si0.06Sn0.94,17.8,others
Nb3In0.2Sn0.8,17.8,others
Nb3Al0.09Sn0.91,17.8,others
Sm1Fe1P0.15As0.85O0.88F0.12,17.8,iron-based
Y1Ba1.9La0.1Cu3.93Zn0.07O8,17.8,cuprate
Y1Ba2Cu2.95Fe0.05O6.55,17.8,cuprate
Nb3Ge0.2Sn0.8,17.783333,others
Bi0.15Nb3Ge0.15Sn0.7,17.75,others
Ca1Fe1.888Co0.112As2,17.75,iron-based
La1Ru0.3Fe0.7As1O0.89F0.11,17.75,iron-based
Nb1C0.3N0.7,17.75,others
Nb0.5Sn0.5,17.705,others
Ca1Fe1.9Co0.1As2,17.7,iron-based
La1.76Sr0.24Cu1O4,17.7,cuprate
Nb1N0.98O0.02,17.7,others
Zr0.9Nb2.1Sn1,17.7,others
Zr0.66Nb2.34Sn1,17.7,others
Nb2.934V0.066Sn1,17.7,others
Ta0.06Nb2.94Al1,17.7,others
Nb2.976Ti0.024Al1,17.7,others
Nb3Zn0.2Al0.8,17.7,others
Sm1Ru0.2Fe0.8As1O0.85F0.15,17.7,iron-based
La1.885Sr0.115Cu0.995Zn0.005O4,17.64,cuprate
Nb0.66Ti0.34N0.85,17.61,others
Sm0.15Ca0.85Fe1As2,17.6,iron-based
Er0.25Pt3Ca9.75Fe10As18,17.6,iron-based
Gd1Ir0.2Fe0.8As1O1,17.6,iron-based
La1Ru0.25Fe0.75As1O0.89F0.11,17.6,iron-based
Li0.8Fe1As1,17.6,iron-based
Mg1B1.736C0.264,17.6,others
Ta0.125Nb0.625Sn0.25,17.6,others
Nb1C0.2N0.8,17.6,others
Ta0.5Nb2.5Sn1,17.6,others
Zr0.0075Nb2.9925Al1,17.6,others
Nb3Al0.81Ge0.19,17.6,others
Nb3Al0.924Se0.076,17.6,others
Nb3Al0.9Se0.1,17.6,others
Nb0.75Al0.25,17.5,others
Cu2Ge0.25Sr2Y1.3Ce0.7O8.59,17.5,cuprate
Eu0.95La0.9Ce0.15Cu1O4,17.5,cuprate
La1.745Nd0.14Sr0.115Cu1O4,17.5,cuprate
La1.75Nd0.125Sr0.125Cu1O4,17.5,cuprate
Nb1C0.2N0.74,17.5,others
Ba1Fe1.906Co0.094As2,17.464286,iron-based
Nb1Al1Sn1,17.45,others
Gd0.07Pr1.78Ce0.15Cu1O4,17.4,cuprate
Zr0.0075Nb0.7425Al0.25,17.4,others
Nb0.768Al0.146Ge0.086,17.4,others
Nb1C0.5N0.47,17.4,others
Zr0.03Nb2.97Al1,17.4,others
Nb3.07Al0.5859Ge0.279,17.4,others
Nb3Ga0.2Sn0.8,17.4,others
Pr1Fe1P0.6As0.4O0.9F0.1,17.4,iron-based
Ir4Ca10Fe10As18,17.35,iron-based
Bi1.2Pb0.8Sr1.6La0.4Cu1O6.014,17.3,cuprate
Nb1N0.998O0.002,17.3,others
Nb0.89Al0.11N0.85O0.17,17.3,others
Nb1C0.3N0.62,17.3,others
Nb1Ni0.5C0.5,17.3,others
Ta0.6Nb2.4Sn1,17.3,others
Nb3Zn0.33Al0.67,17.3,others
Nb0.8Fe0.0003Ga0.197,17.3,others
Nd1.65Y0.2Ce0.15Cu1O4,17.3,cuprate
Nd1.85Ce0.15Cu0.998Ni0.002O4,17.3,cuprate
Sm1Ir0.16Fe0.84As1O1,17.3,iron-based
Bi1Ba0.51K0.49O3,17.2,others
Nb1C0.026N0.974,17.2,others
Ca1Fe1.87Co0.13As2,17.2,iron-based
Ce1Fe1P0.05As0.95O0.95F0.05,17.2,iron-based
K0.21Ti1N1Br1,17.2,others
La1.93Sr0.07Cu1O4,17.2,cuprate
Nb1C0.2N0.7,17.2,others
Nb1N0.87O0.13,17.2,others
Nb2.859V0.141Al1,17.2,others
W0.06Nb2.94Al1,17.2,others
Nb3Al0.62Ge0.38,17.2,others
Nb0.75Al0.15Ga0.1,17.2,others
Pr1.85Th0.15Cu1O3.98,17.2,cuprate
Sm1La0.802Sr0.198Cu1O4,17.2,cuprate
Sr1Ru0.8Fe1.2As2,17.2,iron-based
Ba1Fe1.904Co0.096As2,17.1,iron-based
Ca1Fe1.8Co0.2As2,17.1,iron-based
Ca4Fe2Al2P2O6,17.1,iron-based
La0.81Gd0.06Sr0.13Fe1As1O1,17.1,iron-based
Nb2.85V0.15Sn1,17.1,others
Nb3Al0.15Ga0.85,17.1,others
Nb3Sn0.9Sb0.1,17.04,others
Ba0.797K0.203Fe2As2,17,iron-based
Ba1Fe1.83Co0.11Zn0.06As2,17,iron-based
Ba1Fe1.93Ni0.07As2,17,iron-based
Bi1.95Sr1.25Pr0.8Cu1O4,17,cuprate
Bi2Sr1.6Sm0.4Cu1O6.3,17,cuprate
Bi2Sr2Ca0.8Ce0.2Cu2O8,17,cuprate
Y0.7Th0.3C1.55,17,others
Ca0.64Na0.36Fe2As2,17,iron-based
Ca1Fe2.94Co0.06As2,17,iron-based
Ca4Fe2Al2P2O5.8,17,iron-based
Sc2Sr4Fe2P2O6,17,iron-based
Gd1Ba1.5Sr0.5Cu3O6.63,17,cuprate
H4Si1,17,others
Hf0.33Nb0.67,17,others
K0.8Fe1.992Co0.008Se2,17,iron-based
La0.6Rh4P12,17,heavy-Fermion
La0.92Pr0.85Sr0.23Cu1O4,17,cuprate
La1.04Pr0.85Sr0.11Cu1O4,17,cuprate
La1.5Sm0.3Sr0.2Cu1O4,17,cuprate
La1.83Sr0.17Cu0.98Co0.02O4,17,cuprate
La1.84Y0.04Sr0.12Cu1O4,17,cuprate
La1.9Ba0.1Cu0.99Ni0.01O4,17,cuprate
La2Cu1O4.0625,17,cuprate
Rb2Na1H2.22C60N0.74,17,others
Nb1C0.5N0.42,17,others
Nb1N1,17,others
Be0.2Nb3Al0.8,17,others
Nb0.785Al0.128Ge0.065Sn0.022,17,others
Nd1.295Gd0.555Ce0.15Cu1O4,17,cuprate
Nd1.85Th0.15Cu1O3.98,17,cuprate
Sm1H0.26Fe1P0.45As0.55O0.74,17,iron-based
Sr2Y0.7Ca0.3Cu2.35Pb0.65O6.89,17,cuprate
Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,17,cuprate
Y0.7Th0.3C1.35,17,others
Y1.4Th0.6C3.1,17,others
Y1Ba2Cu2.919Zn0.081O6.7,17,cuprate
Y1Sr2Cu2.65Ga0.35O6.6,17,cuprate
Nb1C0.9N0.1,16.97,others
V0.7Si0.3,16.95,others
V0.75Al0.25,16.9,others
La1.72Nd0.2Ba0.08Cu1O4,16.9,cuprate
La1.74Nd0.1Ba0.16Cu1O4,16.9,cuprate
Nb3Sn2,16.9,others
Y1Ba2Cu2.7Co0.3O6.93,16.9,cuprate
Nb3Ga0.15Sn0.7Sb0.15,16.89,others
Nb3Ga1,16.888889,others
Nb3Al0.2Sn0.8,16.85,others
V0.75Si0.25,16.837143,others
Ca1Fe1.854Co0.146As2,16.8,iron-based
La1Nd0.87Ce0.13Cu1O3.975,16.8,cuprate
Nb0.87Si0.09N0.13O0.13,16.8,others
Ta0.15Nb2.85Al1,16.8,others
Nd0.9Pr0.1Ba2Cu3O6.65,16.8,cuprate
Sm1.15Gd0.7Ce0.15Cu1O3.97,16.8,cuprate
Sm1.25Gd0.6Ce0.15Cu1O3.97,16.8,cuprate
Sr1Ru0.7Fe1.3As2,16.8,iron-based
Y1.3Th0.7C2.7,16.8,others
Y1.4Th0.6C3,16.8,others
La1.78Sr0.22Cu0.99Zn0.01O4,16.766667,cuprate
Pr1.85Ce0.15Cu1O4.065,16.75,cuprate
V3Si1,16.708333,others
Ba1Mo0.018Fe1.982As2,16.7,iron-based
Zr0.125Nb0.75Sn0.125,16.7,others
Nb0.89Al0.11N0.84O0.16,16.7,others
Y1.5Th0.5C3,16.7,others
Ca3Fe2Al2P2O5,16.6,iron-based
Zr0.027Nb2.973Al1,16.6,others
Zr0.5Nb3Sn0.5,16.6,others
V3Si0.8P0.2,16.6,others
H0.7Pd0.55Cu0.45,16.6,others
Pu1Co0.9Ni0.1Ga5,16.6,heavy-Fermion
Be0.01V3Si0.99,16.6,others
Mg0.05Nb0.95N0.92O0.08,16.533333,others
Ba1Fe1.77Co0.23As2,16.5,iron-based
Ca1.7Na0.3Cu1Br2O2,16.5,cuprate
Ca1Fe0.8Co0.2As1F1,16.5,iron-based
La0.81Dy0.06Sr0.13Fe1As1O1,16.5,iron-based
La1.735Nd0.15Sr0.115Cu1O4,16.5,cuprate
La1.943Sr0.076Cu1O4,16.5,cuprate
Li0.5Ti1N1Cl1,16.5,others
Nb1N0.92,16.5,others
Hf0.081Nb2.919Al1,16.5,others
Nb3Ga0.35Sn0.65,16.5,others
Nb3Sn0.8Sb0.2,16.5,others
Nd1.85Ce0.15Cu0.995Fe0.005O4,16.5,cuprate
Pr0.65Sr0.35Fe1As1O1,16.5,iron-based
V74.65Si23.8,16.5,others
Sm1Ir0.125Fe0.875As1O1,16.5,iron-based
La0.006V2.994Si1,16.48,others
Li1Fe1As1,16.475,iron-based
V1Ga1,16.45,others
Gd1Sr2Ru1Cu2O8,16.45,cuprate
Ba1Pd0.06Fe1.94As2,16.4,iron-based
Nb1C0.28N0.76,16.4,others
Eu2.17Ce0.5Sr1.33Cu2.5Al0.5O9.02,16.4,cuprate
K0.76Fe1.61S1.04Se0.96,16.4,iron-based
Ta0.25Nb0.5Sn0.25,16.4,others
Nb0.75Al0.225Si0.025,16.4,others
Nb1C0.3N0.57,16.4,others
Nb2.7Ti0.3Sn1,16.4,others
Ta1Nb2Sn1,16.4,others
Nb3Ga0.5Sn0.5,16.4,others
Nb3Zn0.5Ga0.5,16.4,others
Nb3Si0.25Sn0.75,16.4,others
Nb3Ga0.51Sn0.49,16.4,others
Sm1.844Ce0.156Cu1O4,16.4,cuprate
V2.979Co0.021Si1,16.4,others
Y1.4Th0.6C2.7,16.4,others
Y2B0.1C2.9,16.4,others
Nb0.87Si0.09N0.87O0.13,16.35,others
Ba1Mo0.012Fe1.988As2,16.3,iron-based
Bi1Pb1Sr1.5La0.5Cu1O6,16.3,cuprate
Nb0.7Ga0.3,16.3,others
K0.46Ti1N1Br1,16.3,others
Na0.5Ti1N1Cl1,16.3,others
Na1Fe0.95Co0.05As1,16.3,iron-based
Nb1C0.2N0.64,16.3,others
Nb3Ga0.65Sn0.35,16.3,others
Nb3Zn0.35Ga0.65,16.3,others
Rb0.22Ti1N1Br1,16.3,others
Rb0.5Ti1N1Cl1,16.3,others
Pt0.25Sr1Fe1.75As2,16.3,iron-based
Y0.65Pr0.35Ba2Cu3O6.85,16.3,cuprate
Y1.4Th0.6C2.8,16.3,others
Y1.4Th0.6C2.9,16.3,others
Nb0.8Ga0.2,16.266667,others
V2.97Mn0.03Si1,16.25,others
Pr0.75Sr0.25Fe1As1O1,16.25,iron-based
Pr1.85Ce0.15Cu1O4.175,16.25,cuprate
Ba1Fe1.78Co0.22As2,16.23,iron-based
V3In0.2Si0.8,16.2,others
La0.02Lu0.98Ni2B2C1,16.2,heavy-Fermion
Nb3Ga0.8Sn0.2,16.2,others
Nb3Zn0.2Ga0.8,16.2,others
Nb3Al0.5Sn0.5,16.2,others
Nb80Fe0.06Ga19.4,16.2,others
Pr0.82La1Ce0.18Cu1O4,16.2,cuprate
V69.43Si21.75,16.2,others
Eu0.46Sr0.54Fe1.78Co0.22As2,16.2,iron-based
Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2,cuprate
K0.5Ti1N1Cl1,16.15,others
Nb1C1N1,16.125,others
V3Al0.02Si0.98,16.12,others
V3Al0.1Si0.9,16.1,others
La1.76Sr0.24Cu0.97Ru0.03O4,16.1,cuprate
La1Fe0.95Co0.05As1O0.89F0.11,16.1,iron-based
Nb1N12.8,16.1,others
Nb0.75Ti0.25N0.94,16.1,others
Nb3Ga0.9Sn0.1,16.1,others
Nb3Zn0.1Ga0.9,16.1,others
Nb3Al0.9Sn0.1,16.1,others
Nb3Ge0.35Sn0.65,16.1,others
Nd1.84Ce0.16Cu1O3.96,16.1,cuprate
V75Si22.5,16.1,others
Nb3In0.15Sn0.7Sb0.15,16.09,others
Tl0.15Nb3Sn0.7Sb0.15,16.04,others
Ba0.95K0.05Fe1.782Co0.212As2,16,iron-based
Ba1Mn0.03Fe1.97P0.7As1.3,16,iron-based
Bi2Sr2Cu1O6.13,16,cuprate
Bi2Sr2Sm1.64Ce0.36Cu2O10.24,16,cuprate
Ce1Fe1P0.4As0.6O0.95F0.05,16,iron-based
Sr4Mg1Ti1Fe1.7Co0.3As2O6,16,iron-based
La1.5Ba1.3Ca0.2Cu3O6.897,16,cuprate
La1.5Ba1.3Ca0.2Cu3O7.002,16,cuprate
La1.7Nd0.15Ca0.056Ba0.094Cu1O4,16,cuprate
La1.83Nd0.1Ba0.07Cu1O4,16,cuprate
La1.89Na0.11Cu1O4,16,cuprate
La1.912Ca0.0875Cu1O4,16,cuprate
La1.985Sr0.015Cu1O4.024,16,cuprate
La1Nd0.86Ce0.14Cu1O3.978,16,cuprate
Mg1B1.84F0.16,16,others
Ta0.9Nb2.1Sn1,16,others
W0.105Nb2.895Al1,16,others
Nb2.9175Ti0.0825Al1,16,others
Nb3Zn0.5Al0.5,16,others
Nb3Al0.67In0.33,16,others
Nb3In0.2Sn0.6Sb0.2,16,others
Nb3Ga0.4Sn0.6,16,others
Nb0.76Al0.192Ge0.024Sn0.024,16,others
Nd0.85La1Th0.15Cu1O4,16,cuprate
Nd0.95La0.9Th0.15Cu1O4,16,cuprate
Nd1.665Y0.185Ce0.15Cu1O4,16,cuprate
Pr1.8315Y0.0185Ce0.15Cu1O4,16,cuprate
Pr1.87Ce0.13Cu1O3.99,16,cuprate
Sm1Ir0.15Fe0.85As1O1,16,iron-based
Sm1Mn0.06Fe0.94As1O0.88F0.12,16,iron-based
Sr0.2La1.8Cu0.95Co0.05O4,16,cuprate
Sr1.2Ba0.8Y1Cu2.8Al0.2O7.19,16,cuprate
Sr1.7K0.3Cu1C1O5,16,cuprate
Pt0.16Sr1Fe1.84As2,16,iron-based
Tl1Ba0.4Ca0.6La1Cu1O5,16,cuprate
Tl2Ba2Cu1O6.08,16,cuprate
Mo0.03V2.97Si1,16,others
Y1.2Th0.8C2.7,16,others
Y1Sr1.55Ba0.45Cu2.5B0.5O7,16,cuprate
Y1Sr2Cu2.8V0.2O6.5,16,cuprate
Sm1Fe0.9Co0.1As1O1,15.966667,iron-based
V75.15Si23.27,15.94,others
La0.06V2.94Si1,15.92,others
Ba0.76Na0.24Fe2As2,15.9,iron-based
Ba1Rh0.078Fe1.922As2,15.9,iron-based
La1.8Nd0.2Cu1O4.025,15.9,cuprate
Nb2.7V0.3Sn1,15.9,others
Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.9,iron-based
Sm1Ru0.36Fe0.64As1O0.85F0.15,15.9,iron-based
Pr1.85Ce0.15Cu0.998Ni0.002O4.065,15.89,cuprate
Lu1Ni2B2C1,15.880667,heavy-Fermion
Ba1Fe1.892Ni0.108As2,15.88,iron-based
Ba1Fe1.74Co0.22Zn0.04As2,15.82,iron-based
Ba1Fe1.902Co0.098As2,15.8,iron-based
Pt3.53Ca10Fe9.47As18,15.8,iron-based
Gd0.12Pr1.73Ce0.15Cu1O4,15.8,cuprate
Mo0.25Tc0.75,15.8,others
Na1Fe0.9825Co0.0175As1,15.8,iron-based
Nb0.03V2.97Si1,15.8,others
Nb3Sn0.6Sb0.4,15.8,others
Nb3Sn0.7Sb0.3,15.8,others
Nd1Rh0.1Fe0.9As1O1,15.8,iron-based
V0.737Si0.263,15.8,others
Pt0.2Sr1Fe1.8As2,15.8,iron-based
Y0.3Pr0.7Sr2Cu2.85Re0.15O7,15.8,cuprate
Y0.9Ca0.1Ba2Cu2.8Zn0.2O6.74,15.8,cuprate
Y1.2Th0.8C2.9,15.8,others
Nb3Al0.3Sn0.7,15.775,others
La1Fe1P0.3As0.7O0.95F0.05,15.75,iron-based
V3Al0.2Si0.8,15.7,others
Ca1Fe1.82Co0.18As2,15.7,iron-based
La1.8Sr0.2Cu0.9777Zn0.0223O4,15.7,cuprate
La1Nd0.91Ce0.09Cu1O3.97,15.7,cuprate
Na1Fe0.977Co0.023As1,15.7,iron-based
Sr1Fe1.75Co0.25As2,15.7,iron-based
Nd1.85Ce0.15Cu0.997Ni0.003O4,15.65,cuprate
Ba1Ru0.58Fe1.42As2,15.6,iron-based
Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,15.6,cuprate
Nb0.78Ga0.22,15.6,others
La1.78Sr0.22Cu0.97Ru0.03O4,15.6,cuprate
La1.85Sr0.15Cu0.8Mg0.2O4,15.6,cuprate
La1.8Sr0.2Cu0.98Ru0.02O4,15.6,cuprate
La1Fe0.991Zn0.009As1O0.9F0.08,15.6,iron-based
Lu1Co0.018Ni1.991B2C1,15.6,heavy-Fermion
Nb1C0.5N0.36,15.6,others
Nb2.55Ti0.45Sn1,15.6,others
Nb2.706V0.294Al1,15.6,others
H0.8Pd0.7Ag0.3,15.6,others
Pr0.8La1Ce0.2Cu1O4,15.6,cuprate
Sc0.5Lu0.5Ni2B2C1,15.6,others
Sm1Fe1P0.2As0.8O0.88F0.12,15.6,iron-based
Tb0.56Ca0.44Fe1As1O1,15.6,iron-based
Be0.24V3Si0.76,15.6,others
Y0.9Lu0.1Ni2B2C1,15.56,others
Ba1Ru0.48Fe1.52As2,15.55,iron-based
Ba1Fe1.868Co0.094Cu0.038As2,15.55,iron-based
Bi1Ba0.445K0.555O3,15.5,others
Ba1Fe1.916Co0.084As2,15.5,iron-based
Ca1Fe1.94Co0.06As2,15.5,iron-based
La1.795Sr0.205Cu0.98Ru0.02O4,15.5,cuprate
V2.79Mn0.21Si1,15.5,others
Mo1Ni1P1,15.5,others
Mo1Ru1P1,15.5,others
Nd1.85Ce0.15Cu0.999Co0.001O4,15.5,cuprate
Pr0.85Sr0.15Fe1As1O1,15.5,iron-based
Pr1.665Gd0.185Ce0.15Cu1O4,15.5,cuprate
Pr2Ba4Cu7O14.74,15.5,cuprate
Pu1Rh0.5Co0.5Ga5,15.5,heavy-Fermion
Y0.4Pr0.6Ba1.2Sr0.8Cu3O7,15.5,cuprate
Y1Th1C2.7,15.5,others
Y1Mn0.02Ni1.98B2C1,15.48,others
Ba1Fe1.91Co0.09As2,15.453333,iron-based
Nd1.85Ce0.15Cu0.998Co0.002O4,15.45,cuprate
Pr1.83Ce0.17Cu1O4,15.425,cuprate
Nb2.7V0.3Al1,15.4,others
Ca1Fe0.9Ni0.1As1F1,15.4,iron-based
V0.69Ga0.31,15.4,others
Na1Fe0.975Ni0.025As1,15.4,iron-based
Nb0.75Al0.15Si0.1,15.4,others
Nb0.75Al0.2Si0.05,15.4,others
Ta0.261Nb2.739Al1,15.4,others
Nb3Al0.4Sn0.6,15.4,others
Nd1.5Ba1.5Cu3O7.12,15.4,cuprate
Pr0.65Sr0.35Fe1P0.05As0.95O1,15.4,iron-based
Y1.4Th0.6C2.4,15.4,others
La1Mn0.00075Fe0.99925As1O0.89F0.11,15.35,iron-based
Nb3Ga0.95Ge0.05,15.35,others
Ce0.12V2.88Si1,15.32,others
D0.47Pd0.84Ag0.16,15.3,others
V0.75Ga0.25,15.3,others
La1.75Sr0.25Cu0.97Ru0.03O4,15.3,cuprate
La0.05Lu0.95Ni2B2C1,15.3,heavy-Fermion
Nd1.85Ce0.15Cu0.99Zn0.01O4,15.3,cuprate
La1.875Ba0.05Sr0.075Cu1O4,15.25,cuprate
Ca1Fe1.85Co0.15As2,15.2,iron-based
K0.22Zr1N1Cl1,15.2,others
K0.4Zr1N1Cl1,15.2,others
Li0.06Zr1N1Cl1,15.2,others
Rb2Na1H2.4C60N0.8,15.2,others
Na0.23Ti1N1Br1,15.2,others
Nb0.92Ti0.08N0.93,15.2,others
W0.15Nb2.85Al1,15.2,others
Nb0.775Al0.113Ge0.056Sn0.056,15.2,others
Tl1Sr2Ca1Cu2O6.862,15.2,cuprate
Y0.16Lu0.84Ni2B2C1,15.2,heavy-Fermion
Y0.92Lu0.08Ni2B2C1,15.2,others
Ca1.89Na0.11Cu1Cl2O2,15.14,cuprate
V0.752Ga0.248,15.1,others
Ho0.15Lu0.85Ni2B2C1,15.1,heavy-Fermion
La0.06Lu0.94Ni2B2C1,15.1,heavy-Fermion
Nb0.5Ti0.5N0.95,15.1,others
Sc0.9Y0.1Ni2B2C1,15.1,others
Y0.8Th1.2C2.7,15.1,others
Pr1Fe0.925Co0.075As1O1,15.033333,iron-based
Mo6B3Sn1S8,15,others
Ba0.49K0.51Fe1.79Co0.21As2,15,iron-based
Ba0.5K0.5Mn0.08Fe1.92As2,15,iron-based
Ba0.805K0.195Fe2As2,15,iron-based
Ba1.34Eu2Ce0.66Cu3O8.96,15,cuprate
Ba1Ru0.56Fe1.44As2,15,iron-based
Bi1Pb1Sr0.2Pr0.2Cu1O6,15,cuprate
Ca1.702Cu0.851Cl1.851Na0.149O2.404,15,cuprate
Ca1.875Na0.125Cu1Br1Cl1O2,15,cuprate
Ca1.9Cu1Cl2O2,15,cuprate
Ca1Fe1.94Ni0.06As2,15,iron-based
Ce1Fe1P0.45As0.55O0.95F0.05,15,iron-based
Eu0.6Pr0.4Ba2Cu3O6.97,15,cuprate
Eu0.85La1Ce0.15Cu1O4,15,cuprate
Eu1.25La0.6Ce0.15Cu1O4,15,cuprate
Sc1Sr2Fe1P1O3,15,iron-based
Fe1Se0.5Te0.5,15,iron-based
Fe1Se0.43Te0.57,15,iron-based
Fe1Se0.35Te0.65,15,iron-based
Ca5Ti1.5Fe2Al1.5As2O9,15,iron-based
K0.46Zr1N1Cl1,15,others
Ba0.25K2.75C60,15,others
La1.735Nd0.14Sr0.125Cu1O4,15,cuprate
La1.75Sr0.25Cu1O3.93,15,cuprate
La1.7Nd0.2Ba0.1Cu1O4,15,cuprate
La1.84Sr0.16Cu0.975Ni0.025O4,15,cuprate
